J0514-4002G,78.5276,3,-40.04669,12,262.964132,0,*,0,*,0,BT,11.95
J0514-4002H,78.5275,5,-40.0467,3,181.616752,0,*,0,*,0,BT,11.95
J0514-4002I,78.5281,3,-40.04672,17,30.623932,0,*,0,*,0,BT,11.95
J0514-4002J,78.5279,9,-40.0467,6,150.763618,0,*,0,*,0,*,11.95
J0514-4002K,78.5283,9,-40.0467,6,213.12873,0,*,0,*,0,*,11.95
J0514-4002L,78.5283,5,-40.0467,3,337.974855,0,*,0,*,0,BT,11.95
J0514-4002M,78.528,11,-40.047,8,208.428863,0,*,0,*,0,*,11.95
J0514-4002N,78.5279,5,-40.0464,3,179.600927,0,*,0,*,0,*,11.95
J0514-4408,78.717458,13,-44.143717,6,3.122357486,6,-1.99E-14,10,*,0,*,0.966
J0517+2212,79.321446,9,22.21442,6,4.497079963,13,-2.35E-16,3,*,0,*,0.159
J0518+2431,79.55834,4,24.5219,3,0.379227476,10,-9.86E-17,5,*,0,*,1.598
J0518+5125,79.60894,4,51.43297,6,1.095876377,10,-2.29E-16,13,*,0,*,1.337
J0518+5416,79.72167,8,54.28056,8,2.939424473,5,-1.45E-14,3,*,0,*,1.434
J0519+44,79.75,0,44,0,1.941748,0,*,0,*,0,*,1.421
J0519-6932,79.94549,5,-69.539856,20,3.799224155,5,-1.01E-14,8,*,0,*,49.7
J0520-2553,80.150772,15,-25.88675,3,4.138350423,11,-5.15E-16,14,4.90E-28,600,*,2.379
J0521-68,80.43333,0,-68.58333,0,2.3072271,16,*,0,*,0,*,49.7
J0522-6847,80.5961,4,-68.78394,9,1.482509555,7,-3.90E-14,4,*,0,*,49.7
J0523-7125,80.95275,13,-71.43127,5,3.100775,0,*,0,*,0,*,49.7
J0525+1115,81.485201,5,11.2553,20,2.82137114,10,-5.86E-16,4,-3.30E-28,7,*,1.841
J0528+2200,82.21777,4,22.0011,6,0.266984253,2,-2.86E-15,10,*,0,*,1.215
J0529-0715,82.287388,9,-7.25734,3,1.450907946,17,-1.21E-15,17,*,0,*,7.001
J0529-6652,82.46208,13,-66.87775,9,1.024866514,2,-1.63E-14,4,*,0,*,49.7
J0530-39,82.5,0,-39,0,1.102536,0,*,0,*,0,*,25
J0532-6639,83.248,3,-66.66036,14,1.555832405,8,-1.30E-14,4,*,0,*,49.7
J0532-69,83.01667,0,-69.76667,0,0.8701738,11,*,0,*,0,*,49.7
J0533+0402,83.35762,3,4.03325,6,1.038402378,2,-1.73E-16,8,*,0,*,2.172
J0533+6759,83.4797504,13,67.9881914,9,227.8859492,2,-6.55E-16,3,*,0,*,2.392
J0533-4524,83.30788,17,-45.41394,6,6.357904564,9,-1.13E-14,9,*,0,*,1.239
J0534+2200,83.63322,3,22.014461,17,29.946923,10,-3.78E-10,2,1.11E-20,5,*,2
J0534-13,83.5,0,-13,0,1.02145,0,*,0,*,0,*,6.226
J0534-6703,83.6507,5,-67.0636,3,0.550186641,6,-1.29E-13,19,*,0,*,49.7
J0535-66,83.91667,0,-66.86667,0,4.7500441,7,*,0,*,0,*,49.7
J0535-6935,83.8,5,-69.58,12,4.9872493,5,-2.86E-13,8,*,0,*,49.7
J0536-7543,84.12842,5,-75.73189,3,0.802660896,5,-3.72E-16,8,*,0,*,0.143
J0537-69,84.42917,0,-69.35,0,8.8799529,16,*,0,*,0,*,49.7
J0537-6910,84.4476,5,-69.17219,17,62.0261896,13,-1.99E-10,4,6.10E-21,3,*,49.7
J0538+2817,84.604405,5,28.2858781,6,6.985276348,5,-1.79E-13,6,-6.37E-25,2,*,1.3
J0540+3207,85.15465,5,32.12703,3,1.907410978,19,-1.63E-15,8,*,0,*,1.421
J0540+4542,85.03325,5,45.71461,12,2.492886145,2,-7.27E-17,5,*,0,*,1.512
J0540-6919,85.04667,4,-69.331714,14,19.77468603,7,-1.87E-10,8,3.77E-21,5,*,49.7
J0540-7125,85.1283,13,-71.42539,14,0.777596152,19,-5.00E-16,5,*,0,*,0.547
J0542-68,85.64583,0,-68.26667,0,2.351895,5,*,0,*,0,*,49.7
