Jname,RA_deg,RA_err,dec_deg,dec_err,F0,F0_err,F1,F1_err,F2,F2_err,binary_model,dist,MJD,dF_F,dF1_F1,E_naive,E_mountain,E_superfluid
J1838-0453,279.548,5.0,-4.89037,17.0,2.625598021,5.0,-8.02e-13,3.0,*,0.0,*,6.629,58692.0,71.0,-6.0,1.932300019104372e+40,,-1.1432775113034202e+35
J1838-0655,279.51304,9.0,-6.92594,9.0,14.18475048,11.0,-9.91e-12,6.0,*,0.0,*,6.6,55010.0,1550.0,*,1.2312176599897746e+43,,*
J1839-0223,279.9918,13.0,-2.386,5.0,0.789396744,4.0,-2.97e-15,4.0,*,0.0,*,6.088,56994.0,3.17,3.5,7.798474572073222e+37,,3.5315949133531596e+31
J1841-0157,280.4842,9.0,-1.9652,3.0,1.507565496,20.0,-4.11e-14,11.0,*,0.0,*,7.93,56923.6,33.3,*,2.987833197869406e+39,,*
J1841-0345,280.4112,3.0,-3.8118,5.0,4.900324579,4.0,-1.39e-12,5.0,*,0.0,*,3.776,56863.0,3879.0,2.7,3.6773012580859045e+42,,2.641528070391708e+39
J1841-0425,280.273596,5.0,-4.422083,20.0,5.372044776,1.0,-1.84e-13,5.0,-1.56e-24,4.0,*,4.399,53388.0,578.6,7.7,6.592003264209638e+41,,2.4767097978387647e+37
J1841-0456,280.3306,13.0,-4.93643,9.0,0.084824992,7.0,-2.94e-13,11.0,-3.9e-22,7.0,*,9.6,52464.0,15170.0,96.0,4.3091634964642037e+39,,3.4046880334042696e+35
J1841-0456,280.3306,13.0,-4.93643,9.0,0.084824992,7.0,-2.94e-13,11.0,-3.9e-22,7.0,*,9.6,52997.05,2450.0,-1.0,6.95942687299756e+38,,-8.525297919422013e+35
J1841-0456,280.3306,13.0,-4.93643,9.0,0.084824992,7.0,-2.94e-13,11.0,-3.9e-22,7.0,*,9.6,53823.97,1390.0,-7.0,3.948409532027187e+38,,-3.9202066067984217e+34
J1841-0524,280.4555,3.0,-5.4082,4.0,2.243415363,14.0,-1.18e-12,5.0,*,0.0,*,4.125,53562.0,29.0,1.0,5.762051211427029e+39,,8.35497425656919e+34
J1841-0524,280.4555,3.0,-5.4082,4.0,2.243415363,14.0,-1.18e-12,5.0,*,0.0,*,4.125,54012.9,25.0,2.0,4.967285527092267e+39,,3.1045534544326674e+34
J1841-0524,280.4555,3.0,-5.4082,4.0,2.243415363,14.0,-1.18e-12,5.0,*,0.0,*,4.125,54503.0,1032.0,0.7,2.0504954655836875e+41,,1.5115080860588329e+38
J1841-0524,280.4555,3.0,-5.4082,4.0,2.243415363,14.0,-1.18e-12,5.0,*,0.0,*,4.125,55525.0,804.9,0.8,1.5992672483026263e+41,,8.045313800992397e+37
J1841-0524,280.4555,3.0,-5.4082,4.0,2.243415363,14.0,-1.18e-12,5.0,*,0.0,*,4.125,56564.6,21.6,*,4.291734695407719e+39,,*
J1841-0524,280.4555,3.0,-5.4082,4.0,2.243415363,14.0,-1.18e-12,5.0,*,0.0,*,4.125,58724.0,553.0,28.4,1.0987635585928095e+41,,1.0697469153201122e+36
J1841-0524,280.4555,3.0,-5.4082,4.0,2.243415363,14.0,-1.18e-12,5.0,*,0.0,*,4.125,59501.0,269.78,0.28,5.360297157995807e+40,,2.5823231558644794e+37
J1842+0257,280.62887,17.0,2.9663,4.0,0.323807374,13.0,-3.1e-15,12.0,*,0.0,*,4.99,57112.0,12060.9,1.0,4.992440786979539e+40,,3.0106664543840748e+38
J1844-0310,281.1895,3.0,-3.177,6.0,1.904583626,14.0,-3.71e-14,14.0,*,0.0,*,5.973,54410.0,1.8,-0.5,2.577699779827997e+38,,-4.6398596036903964e+32
J1844-0433,281.139385,20.0,-4.55345,7.0,1.009054634,3.0,-3.99e-15,16.0,-1.5e-27,4.0,*,3.074,49358.0,0.22,-0.03,8.843247499280551e+36,,-3.2425240830695355e+31
J1844-0538,281.02133,9.0,-5.6428,4.0,3.910768992,11.0,-1.48e-13,17.0,-1.33e-25,15.0,*,5.404,47452.0,1.0,0.9,6.03787423675455e+38,,3.354374575974749e+32
J1844+00,281.05,7.0,0.58,9.0,2.171539,15.0,*,0.0,*,0.0,*,6.86,51435.0,0.3,1.0,5.584911023345638e+37,,8.377366535018456e+30
J1844+00,281.05,7.0,0.58,9.0,2.171539,15.0,*,0.0,*,0.0,*,6.86,51722.5,5.2,4.0,9.680512440465772e+38,,6.292333086302754e+32
J1844+00,281.05,7.0,0.58,9.0,2.171539,15.0,*,0.0,*,0.0,*,6.86,56784.0,249.55,4.1,4.645715152919681e+40,,1.4138270931842761e+36
J1845-0316,281.4704,5.0,-3.268,4.0,4.816127011,3.0,-2.06e-13,14.0,*,0.0,*,5.063,52128.0,30.0,-2.0,2.747115091110116e+40,,-2.0603363183325875e+35
J1845-0316,281.4704,5.0,-3.268,4.0,4.816127011,3.0,-2.06e-13,14.0,*,0.0,*,5.063,54170.0,72.0,3.0,6.593076218664278e+40,,7.911691462397136e+35
J1845-0316,281.4704,5.0,-3.268,4.0,4.816127011,3.0,-2.06e-13,14.0,*,0.0,*,5.063,58617.0,818.84,0.67,7.498159070682023e+41,,4.581934756296469e+38
J1845-0743,281.4882637,17.0,-7.727381,6.0,9.55158625,12.0,-3.35e-14,2.0,*,0.0,*,7.113,57939.0,0.04,-0.11,1.4406906293276546e+38,,-2.6194375078684628e+31
J1846-0258,281.60392,5.0,-2.97503,6.0,3.06211855,4.0,-6.66e-11,2.0,2.73e-21,3.0,*,5.8,52210.0,2.5,0.93,9.25430366798048e+38,,1.2438580198898495e+33
J1846-0258,281.60392,5.0,-2.97503,6.0,3.06211855,4.0,-6.66e-11,2.0,2.73e-21,3.0,*,5.8,53883.0,6200.0,4.46,2.295067309659159e+42,,1.5952261569379808e+39
J1847-0130,281.8967,4.0,-1.5128,9.0,0.149096941,19.0,-2.83e-14,6.0,*,0.0,*,5.801,53426.0,15.0,-3.0,1.3164017838971574e+37,,-3.2910044597428935e+31
J1847-0130,281.8967,4.0,-1.5128,9.0,0.149096941,19.0,-2.83e-14,6.0,*,0.0,*,5.801,54784.45,80.0,6.0,7.020809514118172e+37,,4.6805396760787815e+32
J1847-0130,281.8967,4.0,-1.5128,9.0,0.149096941,19.0,-2.83e-14,6.0,*,0.0,*,5.801,58857.79,567.0,1.2,4.9759987431312545e+38,,1.175579703064759e+35
J1847-0402,281.845175,9.0,-4.03733,3.0,1.672775772,7.0,-1.45e-13,5.0,7.97e-26,5.0,*,3.419,55502.0,0.52,0.04,5.744318868201213e+37,,3.733807264330789e+32
J1847-0402,281.845175,9.0,-4.03733,3.0,1.672775772,7.0,-1.45e-13,5.0,7.97e-26,5.0,*,3.419,56041.0,0.102,0.0,1.126770239531776e+37,,*
J1847-0402,281.845175,9.0,-4.03733,3.0,1.672775772,7.0,-1.45e-13,5.0,7.97e-26,5.0,*,3.419,58244.0,0.16,0.01,1.767482728677296e+37,,1.4139861829418368e+32
J1849-0317,282.49104,13.0,-3.2919,9.0,1.49609259,8.0,-4.93e-14,4.0,*,0.0,*,1.212,58306.0,33.0,*,2.916020819886336e+39,,*
J1850-0026,282.561308,17.0,-0.43656,6.0,6.001178959,8.0,-1.41e-12,8.0,*,0.0,*,6.71,56239.2,14.3,0.9,2.033147702097734e+40,,1.615222896666533e+35
J1850-0026,282.561308,17.0,-0.43656,6.0,6.001178959,8.0,-1.41e-12,8.0,*,0.0,*,6.71,56425.0,91.9,0.8,1.306617299460012e+41,,7.504883113773444e+36
J1850-0026,282.561308,17.0,-0.43656,6.0,6.001178959,8.0,-1.41e-12,8.0,*,0.0,*,6.71,57495.3,7.0,0.7,9.952471269009886e+39,,4.976235634504942e+34
J1850-0026,282.561308,17.0,-0.43656,6.0,6.001178959,8.0,-1.41e-12,8.0,*,0.0,*,6.71,57708.0,1196.7,0.8,1.701446052517733e+42,,1.2725753069049816e+39
J1851-0029,282.97955,5.0,-0.49947,14.0,1.927816999,4.0,-1.76e-14,5.0,*,0.0,*,5.453,54493.0,0.9,-3.0,1.3204861701091966e+38,,-1.9807292551637953e+31
J1852-0635,283.23937,3.0,-6.600125,6.0,1.907826181,5.0,-5.32e-14,1.0,*,0.0,*,4.577,56086.0,1144.1,5.5,1.6439981742801337e+41,3.6167959834162945e+38,1.7099075556308193e+37
J1853+0056,283.3861,7.0,0.9497,12.0,3.628741964,7.0,-2.82e-13,4.0,*,0.0,*,3.841,54970.0,5.4,0.4,2.807150329155002e+39,,1.894826472179626e+34
J1853+0545,283.493379,5.0,5.76535,9.0,7.911371547,1.0,-3.83e-14,1.0,-1.9e-25,5.0,*,6.519,53450.0,1.49,1.6,3.681709916207733e+39,,1.7142961797342258e+33
J1856+0113,284.04438,17.0,1.2226,4.0,3.739161901,9.0,-2.91e-12,8.0,2.76e-23,3.0,*,3.3,54123.0,11569.0,22.0,6.385635101205283e+42,,1.6789866474055438e+39
J1856+0113,284.04438,17.0,1.2226,4.0,3.739161901,9.0,-2.91e-12,8.0,2.76e-23,3.0,*,3.3,57325.0,3489.0,2.8,1.9257914139601724e+42,,1.1998368291619716e+39
J1856+0245,284.2121,13.0,2.763,3.0,12.35991748,7.0,-9.49e-12,7.0,*,0.0,*,6.318,56388.0,2672.5,8.4,1.6117905050995297e+43,,2.5639941219514835e+39
J1901+0156,285.392869,9.0,1.94395,3.0,3.469581975,12.0,-2.84e-14,13.0,-1.6e-26,4.0,*,3.229,51318.0,42.4,0.8,2.015022496565091e+40,,5.33980961589749e+35
J1901+0156,285.392869,9.0,1.94395,3.0,3.469581975,12.0,-2.84e-14,13.0,-1.6e-26,4.0,*,3.229,58149.0,1053.02,2.1,5.0043844088041794e+41,,1.2546944928949942e+38
J1901+0716,285.41224,6.0,7.27633,11.0,1.552798254,8.0,-5.51e-15,7.0,3.56e-25,14.0,*,3.4,46860.95,28.0,119.9,2.6653106592924454e+39,,3.1121225379561495e+32
J1902+0615,285.709488,13.0,6.275947,20.0,1.48476896,4.0,-1.7e-14,1.0,0.0,2.0,*,7.0,48653.7,0.4,0.1,3.4812682368361904e+37,,6.962536473672383e+31
J1902+0615,285.709488,13.0,6.275947,20.0,1.48476896,4.0,-1.7e-14,1.0,0.0,2.0,*,7.0,49447.0,0.3,-0.1,2.6109511776271426e+37,,-3.916426766440714e+31
J1902+0615,285.709488,13.0,6.275947,20.0,1.48476896,4.0,-1.7e-14,1.0,0.0,2.0,*,7.0,50316.0,0.3,0.5,2.6109511776271426e+37,,7.832853532881426e+30
J1902+0615,285.709488,13.0,6.275947,20.0,1.48476896,4.0,-1.7e-14,1.0,0.0,2.0,*,7.0,51136.0,0.4,-0.4,3.4812682368361904e+37,,-1.7406341184180958e+31
J1902+0615,285.709488,13.0,6.275947,20.0,1.48476896,4.0,-1.7e-14,1.0,0.0,2.0,*,7.0,54239.0,0.26,-0.7,2.262824353943524e+37,,-4.202388085895116e+30
J1902+0615,285.709488,13.0,6.275947,20.0,1.48476896,4.0,-1.7e-14,1.0,0.0,2.0,*,7.0,55436.0,0.19,*,1.6536024124971906e+37,,*
J1907+0602,286.97808,5.0,6.03803,9.0,9.377982234,4.0,-7.64e-12,2.0,1.88e-22,7.0,*,2.37,55422.0,4660.0,*,1.617947646909378e+43,,*
J1907+0602,286.97808,5.0,6.03803,9.0,9.377982234,4.0,-7.64e-12,2.0,1.88e-22,7.0,*,2.37,55866.0,1.49,-0.26,5.173266081319684e+39,,-1.482339704070448e+34
J1907+0631,286.7659,8.0,6.52192,17.0,3.089776314,19.0,-4.32e-12,12.0,*,0.0,*,3.4,56987.0,2106.0,5.0,7.937288804347741e+41,,1.6715930221956343e+38
J1907+0631,286.7659,8.0,6.52192,17.0,3.089776314,19.0,-4.32e-12,12.0,*,0.0,*,3.4,57901.0,4986.0,4.7,1.8791700844481403e+42,,9.967597916019602e+38
J1909+0007,287.396907,9.0,0.13271,3.0,0.983334098,3.0,-5.34e-15,18.0,1.7e-28,300.0,*,4.358,49530.0,0.4,3.0,1.52693983789653e+37,,1.0179598919310204e+30
J1909+0007,287.396907,9.0,0.13271,3.0,0.983334098,3.0,-5.34e-15,18.0,1.7e-28,300.0,*,4.358,51224.0,0.2,2.0,7.63469918948265e+36,,3.817349594741327e+29
J1909+0007,287.396907,9.0,0.13271,3.0,0.983334098,3.0,-5.34e-15,18.0,1.7e-28,300.0,*,4.358,53546.0,0.5,3.0,1.9086747973706626e+37,,1.5905623311422186e+30
J1909+0749,287.2842,9.0,7.8256,14.0,4.216539666,17.0,-2.7e-12,17.0,*,0.0,*,8.286,57491.0,2904.2,3.7,2.0384433107295067e+42,,8.000063598676532e+38
J1909+0912,287.333,3.0,9.2149,5.0,4.485325227,3.0,-7.2e-13,9.0,*,0.0,*,7.608,54977.0,4.4,0.09,3.4946226778048334e+39,,8.542410990189595e+34
J1909+0912,287.333,3.0,9.2149,5.0,4.485325227,3.0,-7.2e-13,9.0,*,0.0,*,7.608,57552.0,7389.8,4.58,5.869218787373218e+42,,4.734973034381071e+39
J1909+1102,287.452845,4.0,11.0341789,9.0,3.525569576,9.0,-3.28e-14,4.0,1e-24,1.0,*,4.8,52700.0,0.3,1.0,1.4721076546945911e+38,,2.2081614820418865e+31
J1910-0309,287.623717,9.0,-3.16503,3.0,1.981743955,4.0,-8.61e-15,1.0,-2.2e-25,4.0,*,14.441,48252.0,0.5,0.0,7.752197441834834e+37,,*
J1910-0309,287.623717,9.0,-3.16503,3.0,1.981743955,4.0,-8.61e-15,1.0,-2.2e-25,4.0,*,14.441,49228.2,2.5,2.0,3.8760987209174165e+38,,2.422561700573386e+32
J1910-0309,287.623717,9.0,-3.16503,3.0,1.981743955,4.0,-8.61e-15,1.0,-2.2e-25,4.0,*,14.441,53231.14,2.7,3.0,4.186186618590811e+38,,1.8837839783658644e+32
J1910+0358,287.53777,12.0,3.9745,3.0,0.429136143,12.0,-8.23e-16,9.0,1.4e-26,3.0,*,2.859,52321.0,1.3,9.0,9.451337593634437e+36,,6.825966039847092e+29
J1913+0446,288.46175,17.0,4.7683,6.0,0.618762154,7.0,-1.07e-13,7.0,*,0.0,*,4.338,53500.0,6.5,1.4,9.824728971712426e+37,,2.2807406541475278e+32
J1913+0446,288.46175,17.0,4.7683,6.0,0.618762154,7.0,-1.07e-13,7.0,*,0.0,*,4.338,56553.0,0.8,0.2,1.2091974119030681e+37,,2.4183948238061366e+31
J1913+0832,288.25208,9.0,8.53475,14.0,7.43997778,6.0,-2.53e-13,4.0,-2.7e-24,25.0,*,8.204,54653.908,38.0,6.0,8.303986038564324e+40,,2.629595578878703e+35
J1913+0904,288.33775,4.0,9.07928,12.0,6.125732406,4.0,-6.61e-13,3.0,-2.3e-23,8.0,*,2.997,56132.8,3.2,*,4.740517538982386e+39,,*
J1913+1000,288.265,3.0,10.0007,4.0,1.19453163,6.0,-2.39e-14,8.0,*,0.0,*,7.671,56600.0,491.0,*,2.765900397187382e+40,,*
J1913+1011,288.334754,13.0,10.189714,20.0,27.84847205,11.0,-2.61e-12,4.0,*,0.0,*,4.613,54431.0,0.2,0.1,6.123397833623946e+39,,6.123397833623947e+33
J1915+1009,288.874962,13.0,10.162047,17.0,2.471871539,9.0,-9.32e-14,8.0,1.32e-26,18.0,*,7.0,54154.0,2.7,0.4,6.5129132729419315e+38,,2.1981082296179014e+33
J1915+1606,288.8666643,13.0,16.10760744,14.0,16.94053779,3.0,-2.47e-15,1.0,*,0.0,DDH,4.167,52770.0,0.037,*,4.191947618857672e+38,,*
J1919+0021,289.9611312,5.0,0.3610339,6.0,0.78600263,13.0,-4.74e-15,10.0,1.66e-26,19.0,*,5.882,50176.6,1.9,10.0,4.634056623107403e+37,,4.402353791952033e+30
J1921+0812,290.44877,3.0,8.21441,3.0,4.747246799,3.0,-1.21e-13,13.0,*,0.0,*,2.896,55367.0,3632.9,3.0,3.232189394456265e+42,,1.957036808520028e+39
J1926+0431,291.601967,9.0,4.52543,3.0,0.93102928,2.0,-2.13e-15,5.0,0.0,2.0,*,4.995,51495.0,0.08,-0.2,2.73764040744621e+36,,-5.4752808148924196e+29
J1931+1817,292.969746,17.0,18.28355,3.0,4.271105151,4.0,-1.96e-12,10.0,*,0.0,*,9.573,58392.0,8.4,0.5,6.049500957764919e+39,,5.081580804522532e+34
J1931+1817,292.969746,17.0,18.28355,3.0,4.271105151,4.0,-1.96e-12,10.0,*,0.0,*,9.573,59018.0,29.23,*,2.105082297565102e+40,,*
J1932+2220,293.09476,12.0,22.34764,14.0,6.92186354,10.0,-2.76e-12,10.0,4.39e-23,8.0,*,10.9,45989.0,629.0,*,1.189752013846826e+42,,*
J1932+2220,293.09476,12.0,22.34764,14.0,6.92186354,10.0,-2.76e-12,10.0,4.39e-23,8.0,*,10.9,46906.0,4427.0,*,8.373660040222413e+42,,*
J1932+2220,293.09476,12.0,22.34764,14.0,6.92186354,10.0,-2.76e-12,10.0,4.39e-23,8.0,*,10.9,50253.0,4472.0,12.2,8.45877743389985e+42,,1.550313634606563e+39
J1937+2544,294.2552267,5.0,25.7370656,3.0,4.975614453,4.0,-1.59e-14,3.0,2.3e-28,57.0,*,3.125,52032.0,0.03,0.1,2.9320706641912197e+37,,4.3981059962868294e+30
J1949-2524,297.35589,13.0,-25.4003,6.0,1.044259225,4.0,-3.57e-15,17.0,2.1e-28,23.0,*,1.046,50056.0,0.09,0.05,3.874528744402639e+36,,3.487075869962375e+30
J1952+3252,298.242525,5.0,32.877919,3.0,25.29647926,7.0,-3.74e-12,5.0,1.46e-23,11.0,*,3.0,51967.0,2.3,-0.2,5.810422783784782e+40,,-3.3409931006762494e+35
J1952+3252,298.242525,5.0,32.877919,3.0,25.29647926,7.0,-3.74e-12,5.0,1.46e-23,11.0,*,3.0,52385.0,0.7,0.0,1.7683895428910206e+40,,*
J1952+3252,298.242525,5.0,32.877919,3.0,25.29647926,7.0,-3.74e-12,5.0,1.46e-23,11.0,*,3.0,52912.0,1.3,0.3,3.2841520082261815e+40,,7.115662684490061e+34
J1952+3252,298.242525,5.0,32.877919,3.0,25.29647926,7.0,-3.74e-12,5.0,1.46e-23,11.0,*,3.0,53305.0,0.5,0.1,1.2631353877793006e+40,,3.1578384694482515e+34
J1952+3252,298.242525,5.0,32.877919,3.0,25.29647926,7.0,-3.74e-12,5.0,1.46e-23,11.0,*,3.0,54103.44,5.2,0.0,1.3136608032904726e+41,,*
J1952+3252,298.242525,5.0,32.877919,3.0,25.29647926,7.0,-3.74e-12,5.0,1.46e-23,11.0,*,3.0,55328.0,1489.9,5.4,3.76389082850476e+43,,5.1924268012863354e+39
J1955+5059,298.828182,6.0,50.998692,4.0,1.927012522,18.0,-5.1e-15,13.0,-9.82e-27,18.0,*,2.186,46964.0,0.04,-0.6,5.863930327625016e+36,,-1.954643442541672e+29
J1955+5059,298.828182,6.0,50.998692,4.0,1.927012522,18.0,-5.1e-15,13.0,-9.82e-27,18.0,*,2.186,49038.0,0.021,-0.1,3.078563422003133e+36,,-3.2324915931032896e+29
J1957+2831,299.33082,4.0,28.52885,4.0,3.250099739,17.0,-3.29e-14,3.0,-7.3e-26,12.0,*,6.891,52485.0,0.3,0.6,1.2510491410051764e+38,,3.1276228525129412e+31
J1957+2831,299.33082,4.0,28.52885,4.0,3.250099739,17.0,-3.29e-14,3.0,-7.3e-26,12.0,*,6.891,52912.0,0.13,0.3,5.421212944355765e+37,,1.1745961379437496e+31
J1957+2831,299.33082,4.0,28.52885,4.0,3.250099739,17.0,-3.29e-14,3.0,-7.3e-26,12.0,*,6.891,54692.8,5.8,5.0,2.418695005943341e+39,,1.4028431034471375e+33
J1957+2831,299.33082,4.0,28.52885,4.0,3.250099739,17.0,-3.29e-14,3.0,-7.3e-26,12.0,*,6.891,56897.3,2.25,1.3,9.382868557538825e+38,,8.119790097870137e+32
J2005-0020,301.43229,16.0,-0.3394,4.0,0.438661702,7.0,-4.94e-15,11.0,7.8e-28,500.0,*,1.835,55976.0,12.5,*,9.495748168556285e+37,,*
J2021+3651,305.27275,17.0,36.85133,14.0,9.639394858,3.0,-8.89e-12,6.0,1.09e-21,5.0,*,1.8,52630.1,2587.0,6.2,9.489770435785636e+42,,1.979841622369148e+39
J2021+3651,305.27275,17.0,36.85133,14.0,9.639394858,3.0,-8.89e-12,6.0,1.09e-21,5.0,*,1.8,54177.0,745.0,5.5,2.7328484633398913e+42,,1.8508837319892902e+38
J2021+3651,305.27275,17.0,36.85133,14.0,9.639394858,3.0,-8.89e-12,6.0,1.09e-21,5.0,*,1.8,55110.0,2228.8,8.5,8.175802221599933e+42,,1.0718957642059957e+39
J2021+3651,305.27275,17.0,36.85133,14.0,9.639394858,3.0,-8.89e-12,6.0,1.09e-21,5.0,*,1.8,57200.0,3069.0,10.2,1.125786836777198e+43,,1.6936469617986375e+39
J2021+3651,305.27275,17.0,36.85133,14.0,9.639394858,3.0,-8.89e-12,6.0,1.09e-21,5.0,*,1.8,58668.0,1186.5,4.63,4.352382150003733e+42,,5.5767833919864235e+38
J2022+2854,305.654446,3.0,28.906418,4.0,2.912037613,11.0,-1.61e-14,11.0,2.4e-26,18.0,*,2.1,47409.0,0.13,0.5,4.3520817981357735e+37,,5.657706337576506e+30
J2022+3842,305.59037,3.0,38.704117,20.0,20.58511983,11.0,-3.65e-11,9.0,*,0.0,*,10.0,54680.0,1900.0,*,3.1784847829312073e+43,,*
J2022+5154,305.707804,5.0,51.913954,4.0,1.889655753,6.0,-1.09e-14,15.0,-2.27e-26,16.0,*,1.8,58311.0,0.33,-0.83,4.651993129329339e+37,,-9.24793814866676e+30
J2029+3744,307.34947,4.0,37.7356,4.0,0.821824599,8.0,-8.32e-15,6.0,-6.34e-26,13.0,*,5.771,56993.6,6.2,*,1.6531402468471009e+38,,*
J2032+4127,308.054663,9.0,41.45675,3.0,6.980975,9.0,-5.51e-13,12.0,*,0.0,BT,1.33,55820.0,273.3,1.06,5.2581325986564464e+41,,6.778526600060411e+37
J2116+1414,319.0573,13.0,14.239178,20.0,2.271936913,7.0,-1.49e-15,5.0,-8.5e-27,6.0,*,25.0,47989.0,0.26,8.0,5.298166718094795e+37,,8.609520916904043e+29
J2116+1414,319.0573,13.0,14.239178,20.0,2.271936913,7.0,-1.49e-15,5.0,-8.5e-27,6.0,*,25.0,58627.0,0.4,1.9,8.151025720145839e+37,,8.580027073837728e+30
J2219+4754,334.950579,13.0,47.914981,9.0,1.857117737,4.0,-9.54e-15,14.0,-3.18e-27,13.0,*,2.387,55857.4,1.16,0.4,1.5794162490068174e+38,,2.2901535610598848e+32
J2225+6535,336.4702613,13.0,65.5934364,3.0,1.465110237,2.0,-2.07e-14,2.0,-8.6e-27,28.0,*,0.9,43072.0,1707.0,3.0,1.4465513786874377e+41,,4.1154386723657598e+37
J2225+6535,336.4702613,13.0,65.5934364,3.0,1.465110237,2.0,-2.07e-14,2.0,-8.6e-27,28.0,*,0.9,51900.0,0.14,-2.9,1.1863924605520873e+37,,-2.8637059392636596e+29
J2225+6535,336.4702613,13.0,65.5934364,3.0,1.465110237,2.0,-2.07e-14,2.0,-8.6e-27,28.0,*,0.9,52950.0,0.08,-1.4,6.77938548886907e+36,,-1.93696728253402e+29
J2225+6535,336.4702613,13.0,65.5934364,3.0,1.465110237,2.0,-2.07e-14,2.0,-8.6e-27,28.0,*,0.9,53434.0,0.2,*,1.6948463722172672e+37,,*
J2225+6535,336.4702613,13.0,65.5934364,3.0,1.465110237,2.0,-2.07e-14,2.0,-8.6e-27,28.0,*,0.9,54266.0,0.4,-0.8,3.3896927444345345e+37,,-8.474231861086339e+30
J2229+6114,337.272,3.0,61.23592,14.0,19.37099515,3.0,-2.94e-11,8.0,*,0.0,*,3.0,53064.0,1139.3,12.5,1.6877250594601282e+43,,7.691300640971697e+38
J2229+6114,337.272,3.0,61.23592,14.0,19.37099515,3.0,-2.94e-11,8.0,*,0.0,*,3.0,54110.0,327.0,-3.0,4.8440805270206444e+42,,-2.640023887226251e+38
J2229+6114,337.272,3.0,61.23592,14.0,19.37099515,3.0,-2.94e-11,8.0,*,0.0,*,3.0,54781.54,4.5,0.1,6.666165862872447e+40,,1.4998873191463007e+36
J2229+6114,337.272,3.0,61.23592,14.0,19.37099515,3.0,-2.94e-11,8.0,*,0.0,*,3.0,55134.0,198.4,6.3,2.9390384604308746e+42,,4.6278192900752825e+37
J2229+6114,337.272,3.0,61.23592,14.0,19.37099515,3.0,-2.94e-11,8.0,*,0.0,*,3.0,55601.0,1223.6,13.0,1.8126045666246056e+43,,8.530395952776411e+38
J2229+6114,337.272,3.0,61.23592,14.0,19.37099515,3.0,-2.94e-11,8.0,*,0.0,*,3.0,56362.0,66.0,3.2,9.777043265546255e+41,,1.0082575867594578e+37
J2229+6114,337.272,3.0,61.23592,14.0,19.37099515,3.0,-2.94e-11,8.0,*,0.0,*,3.0,56797.0,850.0,11.3,1.2591646629870177e+43,,4.735796298844978e+38
J2229+6114,337.272,3.0,61.23592,14.0,19.37099515,3.0,-2.94e-11,8.0,*,0.0,*,3.0,58424.0,1047.1,12.4,1.5511427277808304e+43,,6.549199799432691e+38
J2229+6114,337.272,3.0,61.23592,14.0,19.37099515,3.0,-2.94e-11,8.0,*,0.0,*,3.0,59262.0,283.9,6.5,4.205609974376639e+42,,9.184405167119443e+37
J2257+5909,344.490601,13.0,59.154121,7.0,2.71557265,5.0,-4.24e-14,4.0,-8.1e-26,10.0,*,3.0,49488.2,0.75,1.0,2.183453021075823e+38,,8.187948829034335e+31
J2301+5852,345.2845,14.0,58.87901,17.0,0.143285547,3.0,-9.67e-15,7.0,*,0.0,*,3.3,52443.9,4104.0,1111.0,3.326379999807829e+39,,6.143772960941193e+33
J2301+5852,345.2845,14.0,58.87901,17.0,0.143285547,3.0,-9.67e-15,7.0,*,0.0,*,3.3,53750.0,30.8,*,2.4964060427407685e+37,,*
J2301+5852,345.2845,14.0,58.87901,17.0,0.143285547,3.0,-9.67e-15,7.0,*,0.0,*,3.3,54040.0,11167.0,*,9.051092947820181e+39,,*
J2301+5852,345.2845,14.0,58.87901,17.0,0.143285547,3.0,-9.67e-15,7.0,*,0.0,*,3.3,54184.9032,880.0,*,7.132588693545051e+38,,*
J2301+5852,345.2845,14.0,58.87901,17.0,0.143285547,3.0,-9.67e-15,7.0,*,0.0,*,3.3,54880.0,-14.0,-29.3,-1.1347300194276218e+37,,-2.710959090782714e+30
J2325+6316,351.3054983,9.0,63.2812117,3.0,0.696228755,5.0,-1.37e-15,3.0,6.9e-28,30.0,*,4.855,53957.0,0.21,-0.32,4.0186755421251535e+36,,-1.318627912259816e+30
J2337+6151,354.27401,5.0,61.850425,20.0,2.018693636,2.0,-7.88e-13,3.0,1.45e-23,9.0,*,0.7,53642.0,20470.0,23.8,3.29320227813896e+42,,1.416215349443372e+39
J2346-0609,356.7104075,5.0,-6.1666386,6.0,0.84640795,3.0,-9.77e-16,3.0,-1.1e-27,12.0,*,3.704,57495.0,0.55,2.4,1.5555425455496394e+37,,1.782392500108962e+30
