Jname,RA_deg,RA_err,dec_deg,dec_err,F0,F0_err,F1,F1_err,F2,F2_err,binary_model,dist,MJD,dF_F,dF1_F1,E_naive,E_mountain,E_superfluid
J0729-1448,112.31854,9.0,-14.8102,3.0,3.973635498,19.0,-1.79e-12,6.0,2e-23,6.0,*,2.681,54483.6,13.0,1.0,8.103621396573653e+39,,5.267353907772873e+34
J0729-1448,112.31854,9.0,-14.8102,3.0,3.973635498,19.0,-1.79e-12,6.0,2e-23,6.0,*,2.681,54592.0,12.0,-2.0,7.480265904529526e+39,,-2.2440797713588585e+34
J0729-1448,112.31854,9.0,-14.8102,3.0,3.973635498,19.0,-1.79e-12,6.0,2e-23,6.0,*,2.681,54687.0,6676.0,54.0,4.161521264886592e+42,,2.5724366633687868e+38
J0729-1448,112.31854,9.0,-14.8102,3.0,3.973635498,19.0,-1.79e-12,6.0,2e-23,6.0,*,2.681,58266.6,3.8,*,2.3687508697676832e+39,,*
J0729-1836,112.3847371,5.0,-18.6117344,6.0,1.960168034,9.0,-7.28e-14,7.0,*,0.0,*,2.0,51422.0,1.0,-2.0,1.5168629435197043e+38,,-3.7921573587992614e+31
J0729-1836,112.3847371,5.0,-18.6117344,6.0,1.960168034,9.0,-7.28e-14,7.0,*,0.0,*,2.0,52150.0,4.0,6.0,6.067451774078817e+38,,2.022483924692939e+32
J0738-4042,114.634425,9.0,-40.71095,6.0,2.667230441,1.0,-9.78e-15,4.0,-4.05e-24,7.0,*,1.6,57359.0,0.36,3.0,1.0110748686803825e+38,,6.066449212082294e+30
J0742-2822,115.704408,9.0,-28.378822,12.0,5.996559477,7.0,-6.05e-13,5.0,-1.32e-24,8.0,*,2.0,47625.0,1.2,-0.8,1.7035123010705724e+39,,-1.2776342258029294e+33
J0742-2822,115.704408,9.0,-28.378822,12.0,5.996559477,7.0,-6.05e-13,5.0,-1.32e-24,8.0,*,2.0,48331.7,1.2,-1.0,1.7035123010705724e+39,,-1.0221073806423433e+33
J0742-2822,115.704408,9.0,-28.378822,12.0,5.996559477,7.0,-6.05e-13,5.0,-1.32e-24,8.0,*,2.0,51770.0,1.0,0.9,1.419593584225477e+39,,7.886631023474871e+32
J0742-2822,115.704408,9.0,-28.378822,12.0,5.996559477,7.0,-6.05e-13,5.0,-1.32e-24,8.0,*,2.0,52028.0,3.7,4.0,5.2524962616342653e+39,,2.429279521005848e+33
J0742-2822,115.704408,9.0,-28.378822,12.0,5.996559477,7.0,-6.05e-13,5.0,-1.32e-24,8.0,*,2.0,53083.0,1.7,-1.0,2.4133090931833108e+39,,-2.0513127292058146e+33
J0742-2822,115.704408,9.0,-28.378822,12.0,5.996559477,7.0,-6.05e-13,5.0,-1.32e-24,8.0,*,2.0,53467.7,1.8,4.6,2.5552684516058587e+39,,4.9994382748810294e+32
J0742-2822,115.704408,9.0,-28.378822,12.0,5.996559477,7.0,-6.05e-13,5.0,-1.32e-24,8.0,*,2.0,55020.469,92.0,-372.0,1.3060260974874388e+41,,-1.6149785076457579e+34
J0742-2822,115.704408,9.0,-28.378822,12.0,5.996559477,7.0,-6.05e-13,5.0,-1.32e-24,8.0,*,2.0,56725.2,2.4,-1.1,3.407024602141145e+39,,-3.7167541114267034e+33
J0742-2822,115.704408,9.0,-28.378822,12.0,5.996559477,7.0,-6.05e-13,5.0,-1.32e-24,8.0,*,2.0,59839.4,4304.2,*,6.110214705223298e+42,,*
J0758-1528,119.621128,3.0,-15.469094,6.0,1.465705763,3.0,-3.48e-15,3.0,-2.37e-26,6.0,*,2.71,49963.0,0.11,2.0,9.329234567185244e+36,,2.5655395059759424e+29
J0820-1350,125.1099238,5.0,-13.8488497,6.0,0.807669928,5.0,-1.37e-15,4.0,1.8e-28,5.0,*,1.9,49927.0,0.035,0.159,9.013544500797975e+35,,9.920567846790226e+28
J0820-1350,125.1099238,5.0,-13.8488497,6.0,0.807669928,5.0,-1.37e-15,4.0,1.8e-28,5.0,*,1.9,58063.0,0.082,0.14,2.1117447116155254e+36,,6.184395226874039e+29
J0834-4159,128.574196,9.0,-41.993331,6.0,8.256427514,12.0,-2.92e-13,2.0,*,0.0,*,5.508,53415.0,102.7,0.26,2.763850355874393e+41,,5.458604452851927e+37
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,40280.0,2340.0,10.0,1.1577015889129664e+43,,1.3545108590281705e+39
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,41192.0,2050.0,15.0,1.0142257509707612e+43,,6.930542631633535e+38
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,41312.0,12.0,3.0,5.9369312251947e+40,,1.1873862450389401e+35
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,42683.0,1990.0,11.0,9.845410948447875e+42,,8.905621721550575e+38
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,43693.0,3060.0,18.0,1.5139174624246484e+43,,1.2868298430609511e+39
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,44888.4,1145.0,49.0,5.664821877373275e+42,,6.618592907747345e+37
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,45192.0,2050.0,23.0,1.0142257509707612e+43,,4.519919107587089e+38
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,46257.228,1601.0,17.0,7.92085574294726e+42,,3.729791189546636e+38
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,47519.8036,1805.0,77.0,8.930134051230359e+42,,1.0466812962643375e+38
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,48457.382,2715.0,600.0,1.3432306897003007e+43,,3.0390594354469304e+37
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,48550.0,5.55,1.053,2.745830691652548e+40,,7.2361635036427565e+34
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,49559.0,835.0,0.0,4.131114644197978e+42,,*
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,49591.2,199.0,120.0,9.845410948447876e+41,,8.163486578088033e+35
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,50369.345,2110.0,5.95,1.0439104070967346e+43,,1.8509671924152182e+39
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,51457.0,38.0,3.66,1.8800282213116547e+41,,9.759709345606953e+35
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,51559.319,3085.72,6.736,1.5266422850173155e+43,,3.49672701285899e+39
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,53193.0,2100.0,*,1.0389629644090725e+43,,*
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,53960.0,2620.0,230.0,1.2962299841675093e+43,,7.382875127214945e+37
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,55408.8,1940.0,75.0,9.598038814064764e+42,,1.2413463532857095e+38
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,56556.0,3100.0,148.0,1.5337072331752974e+43,,1.606247440149805e+38
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,56922.0,0.4,0.1,1.9789770750649e+39,,3.9579541501298e+33
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,57734.48499,1431.0,*,7.079790486044679e+42,,*
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,58515.5929,2501.2,8.69,1.2374543650380816e+43,,1.780852047084724e+39
J0835-4510,128.8358812,9.0,-45.17635419,9.0,11.19464994,5.0,-1.57e-11,2.0,1.03e-21,1.0,*,0.28,59417.2108,1260.0,*,6.233777786454434e+42,,*
J0846-3533,131.52517,4.0,-35.56144,3.0,0.89597834,8.0,-1.29e-15,1.0,9.3e-28,26.0,*,0.535,55679.0,0.62,3.0,1.9649271248998707e+37,,2.0304246957298663e+30
J0855-3331,133.91006,3.0,-33.52758,3.0,0.788932413,3.0,-3.93e-15,18.0,4.9e-28,40.0,*,0.503,54521.0,0.06,0.03,1.4743160233400726e+36,,1.4743160233400727e+30
J0901-4624,135.41717,13.0,-46.41347,14.0,2.262468363,7.0,-4.48e-13,4.0,*,0.0,*,3.032,57179.0,0.9,0.02,1.8187260032336575e+38,,4.092133507275729e+33
J0905-5127,136.4665,9.0,-51.465014,6.0,2.887660037,2.0,-2.07e-13,6.0,*,0.0,*,1.33,49552.0,13.6,-1.8,4.477037893857137e+39,,-1.6913254265682517e+34
J0905-5127,136.4665,9.0,-51.465014,6.0,2.887660037,2.0,-2.07e-13,6.0,*,0.0,*,1.33,52931.0,8.3,1.2,2.7323098911039884e+39,,9.449238373401296e+33
J0922+0638,140.558425,17.0,6.63981,5.0,2.322194777,9.0,-7.4e-14,5.0,1.8e-24,1.0,*,1.1,55152.0,1256.2,0.1,2.6743350338388217e+41,,1.6797498347541644e+39
J0940-5428,145.24258,17.0,-54.47794,9.0,11.42267024,5.0,-4.29e-12,12.0,*,0.0,*,0.377,55346.0,1573.9,11.0,8.107223593578024e+42,,5.799981460878387e+38
J0940-5428,145.24258,17.0,-54.47794,9.0,11.42267024,5.0,-4.29e-12,12.0,*,0.0,*,0.377,58322.0,1100.5,4.0,5.668720734946703e+42,,7.79803396101106e+38
J1015-5719,153.90817,17.0,-57.32022,6.0,7.148899107,3.0,-2.93e-12,7.0,*,0.0,*,2.732,56695.0,3232.3,11.0,6.521533577634251e+42,5.086796190554715e+40,9.581614992266904e+38
J1016-5857,154.08817,5.0,-58.95336,3.0,9.31216109,13.0,-7.01e-12,5.0,*,0.0,*,3.163,52549.0,1622.6,3.7,5.55484786046795e+42,,1.2180129916750398e+39
J1016-5857,154.08817,5.0,-58.95336,3.0,9.31216109,13.0,-7.01e-12,5.0,*,0.0,*,3.163,55041.0,1912.0,4.4,6.545586779991817e+42,,1.4221774912891312e+39
J1016-5857,154.08817,5.0,-58.95336,3.0,9.31216109,13.0,-7.01e-12,5.0,*,0.0,*,3.163,55595.0,1464.4,4.0,5.0132621760564937e+42,,9.176776413271412e+38
J1016-5857,154.08817,5.0,-58.95336,3.0,9.31216109,13.0,-7.01e-12,5.0,*,0.0,*,3.163,56975.0,6.21,*,2.125946333878095e+40,,*
J1016-5857,154.08817,5.0,-58.95336,3.0,9.31216109,13.0,-7.01e-12,5.0,*,0.0,*,3.163,55595.0,1464.4,4.0,5.0132621760564937e+42,,9.176776413271412e+38
J1019-5749,154.96725,17.0,-57.81831,14.0,6.153895006,4.0,-7.6e-13,12.0,*,0.0,*,10.913,55595.0,1.33,0.12,1.9884356565938468e+39,,1.1019247596957566e+34
J1019-5749,154.96725,17.0,-57.81831,14.0,6.153895006,4.0,-7.6e-13,12.0,*,0.0,*,10.913,55981.0,377.8,0.51,5.648353316249289e+41,,2.0921057675284136e+38
J1023-5746,155.762,3.0,-57.7681,6.0,8.970827684,7.0,-3.09e-11,1.0,7.1e-21,2.0,*,2.08,55043.0,3570.0,10.62,1.1342087204340338e+43,,1.9063677645713287e+39
J1023-5746,155.762,3.0,-57.7681,6.0,8.970827684,7.0,-3.09e-11,1.0,7.1e-21,2.0,*,2.08,56004.0,2822.0,12.6,8.965649885335696e+42,,1.0040104752546563e+39
J1023-5746,155.762,3.0,-57.7681,6.0,8.970827684,7.0,-3.09e-11,1.0,7.1e-21,2.0,*,2.08,56647.0,3306.0,11.0,1.050334462116223e+43,,1.5783662417073788e+39
J1023-5746,155.762,3.0,-57.7681,6.0,8.970827684,7.0,-3.09e-11,1.0,7.1e-21,2.0,*,2.08,57192.0,22.0,-1.74,6.989521526484243e+40,,-4.4186630339842915e+35
J1023-5746,155.762,3.0,-57.7681,6.0,8.970827684,7.0,-3.09e-11,1.0,7.1e-21,2.0,*,2.08,57727.0,3784.9,14.82,1.2024836375268277e+43,,1.5355196760038092e+39
J1023-5746,155.762,3.0,-57.7681,6.0,8.970827684,7.0,-3.09e-11,1.0,7.1e-21,2.0,*,2.08,58202.0,2729.0,5.2,8.670183748079772e+42,,2.2750895623567015e+39
J1023-5746,155.762,3.0,-57.7681,6.0,8.970827684,7.0,-3.09e-11,1.0,7.1e-21,2.0,*,2.08,58823.0,1681.0,6.77,5.340629857281823e+42,,6.630427466832161e+38
J1028-5819,157.1167,5.0,-58.3181,5.0,10.9405323,17.0,-1.93e-12,10.0,*,0.0,*,1.423,57881.0,2296.5,35.0,1.0851832750895861e+43,,3.5601762732046204e+38
J1048-5832,162.05438,9.0,-58.53506,3.0,8.082418468,2.0,-6.28e-12,2.0,1.47e-22,10.0,*,2.9,48944.0,19.0,0.3,4.899999123290321e+40,,1.5516663890419356e+36
J1048-5832,162.05438,9.0,-58.53506,3.0,8.082418468,2.0,-6.28e-12,2.0,1.47e-22,10.0,*,2.9,49034.0,3000.0,3.7,7.736840720984718e+42,,3.1365570490478585e+39
J1048-5832,162.05438,9.0,-58.53506,3.0,8.082418468,2.0,-6.28e-12,2.0,1.47e-22,10.0,*,2.9,50791.49,768.0,14.0,1.980631224572088e+42,,5.432588501683442e+37
J1048-5832,162.05438,9.0,-58.53506,3.0,8.082418468,2.0,-6.28e-12,2.0,1.47e-22,10.0,*,2.9,52733.0,1838.4,3.7,4.741135993819436e+42,,1.1778519474375203e+39
J1048-5832,162.05438,9.0,-58.53506,3.0,8.082418468,2.0,-6.28e-12,2.0,1.47e-22,10.0,*,2.9,53673.0,28.5,0.2,7.349998684935482e+40,,5.2368740630165306e+36
J1048-5832,162.05438,9.0,-58.53506,3.0,8.082418468,2.0,-6.28e-12,2.0,1.47e-22,10.0,*,2.9,54495.0,3043.1,4.77,7.847993332676198e+42,,2.503378250594019e+39
J1048-5832,162.05438,9.0,-58.53506,3.0,8.082418468,2.0,-6.28e-12,2.0,1.47e-22,10.0,*,2.9,56756.0,2963.0,9.0,7.641419685425907e+42,,1.2578625848842755e+39
J1048-5832,162.05438,9.0,-58.53506,3.0,8.082418468,2.0,-6.28e-12,2.0,1.47e-22,10.0,*,2.9,59203.9,8.89,*,2.2926838003184717e+40,,*
J1048-5832,162.05438,9.0,-58.53506,3.0,8.082418468,2.0,-6.28e-12,2.0,1.47e-22,10.0,*,2.9,59540.0,9.9,*,2.553157437924957e+40,,*
J1052-5954,163.1588,3.0,-59.91225,14.0,5.537359157,4.0,-6.13e-13,6.0,*,0.0,*,3.143,54526.0,6747.8,14.1,8.168218089322412e+42,,1.954521348337936e+39
J1055-6028,163.91329,9.0,-60.47708,6.0,10.03403208,4.0,-2.97e-12,6.0,*,0.0,*,3.83,57035.0,105.7,1.3,4.201319350777944e+41,,1.7079979052970335e+37
J1105-6107,166.35892,5.0,-61.130261,20.0,15.82225133,2.0,-3.97e-12,2.0,-5.4e-23,18.0,*,2.36,50417.0,279.7,4.63,2.7643228313613408e+42,,8.349687861034201e+37
J1105-6107,166.35892,5.0,-61.130261,20.0,15.82225133,2.0,-3.97e-12,2.0,-5.4e-23,18.0,*,2.36,50610.0,2.0,0.19,1.9766341303978126e+40,,1.040333752840954e+35
J1105-6107,166.35892,5.0,-61.130261,20.0,15.82225133,2.0,-3.97e-12,2.0,-5.4e-23,18.0,*,2.36,51598.0,971.7,0.1,9.603476922537774e+42,,4.665849262814978e+40
J1105-6107,166.35892,5.0,-61.130261,20.0,15.82225133,2.0,-3.97e-12,2.0,-5.4e-23,18.0,*,2.36,54711.0,23.0,0.0,2.2731292499574846e+41,,*
J1105-6107,166.35892,5.0,-61.130261,20.0,15.82225133,2.0,-3.97e-12,2.0,-5.4e-23,18.0,*,2.36,55288.0,954.4,*,9.432498070258364e+42,,*
J1112-6103,168.06171,17.0,-61.05864,17.0,15.39364982,6.0,-7.45e-12,3.0,*,0.0,*,4.464,51395.0,1825.0,4.7,1.707284160838516e+43,,3.3146740356705224e+39
J1112-6103,168.06171,17.0,-61.05864,17.0,15.39364982,6.0,-7.45e-12,3.0,*,0.0,*,4.464,53337.0,1202.0,7.0,1.1244688007276142e+43,,9.65436784624709e+38
J1112-6103,168.06171,17.0,-61.05864,17.0,15.39364982,6.0,-7.45e-12,3.0,*,0.0,*,4.464,55288.0,1793.0,6.0,1.6773482193881965e+43,,2.5062377978025304e+39
J1112-6103,168.06171,17.0,-61.05864,17.0,15.39364982,6.0,-7.45e-12,3.0,*,0.0,*,4.464,57922.0,1283.0,4.9,1.2002441525237346e+43,,1.5713400486611746e+39
J1119-6127,169.80958,9.0,-61.46375,6.0,2.451202781,5.0,-2.42e-11,1.0,6.39e-22,4.0,*,8.4,51398.0,4.4,0.04,1.0436884913260936e+39,,5.740286702293515e+34
J1119-6127,169.80958,9.0,-61.46375,6.0,2.451202781,5.0,-2.42e-11,1.0,6.39e-22,4.0,*,8.4,53290.0,321.0,6.0,7.614181948083546e+40,,2.0367936711123486e+36
J1119-6127,169.80958,9.0,-61.46375,6.0,2.451202781,5.0,-2.42e-11,1.0,6.39e-22,4.0,*,8.4,54240.0,5419.0,197.8,1.2853972578400229e+42,,1.7607602983405165e+37
J1119-6127,169.80958,9.0,-61.46375,6.0,2.451202781,5.0,-2.42e-11,1.0,6.39e-22,4.0,*,8.4,57597.5,5790.0,*,1.3733991738132003e+42,,*
J1123-6259,170.98138,5.0,-62.98637,3.0,3.684091893,1.0,-7.13e-14,4.0,*,0.0,*,2.187,49705.87,749.0,1.0,4.0133077441575855e+41,,1.5029837501870155e+38
J1124-5916,171.1625,5.0,-59.2719,3.0,7.381334652,9.0,-4.1e-11,9.0,-8.6e-22,4.0,*,5.0,55191.0,16.0,4.73,3.441513762785496e+40,,5.820742093506124e+34
J1141-3322,175.42815,9.0,-33.377031,14.0,3.430910712,3.0,-5.48e-15,1.0,0.0,2.0,*,1.853,50521.31,0.4,-4.0,1.8588252352468876e+38,,-9.294126176234438e+30
J1141-6545,175.279225,9.0,-65.7553092,5.0,2.538723048,4.0,-2.78e-14,8.0,*,0.0,DD,10.0,54277.0,589.0,5.0,1.4986688589068862e+41,5.994675435627545e+38,8.827159578961558e+36
J1248-6344,192.1932,3.0,-63.736,14.0,5.041970971,3.0,-4.3e-13,6.0,*,0.0,*,10.699,56043.0,1.7,*,1.706119080315719e+39,,*
J1301-6305,195.4407,6.0,-63.0927,4.0,5.419228977,16.0,-7.83e-12,8.0,2.3e-22,4.0,*,10.717,51923.0,4630.0,8.6,5.368039844653245e+42,,1.4450014232991005e+39
J1301-6305,195.4407,6.0,-63.0927,4.0,5.419228977,16.0,-7.83e-12,8.0,2.3e-22,4.0,*,10.717,53383.0,2664.0,3.9,3.0886518674203553e+42,,1.0548934070266446e+39
J1301-6305,195.4407,6.0,-63.0927,4.0,5.419228977,16.0,-7.83e-12,8.0,2.3e-22,4.0,*,10.717,55124.0,4169.0,5.8,4.833554667896194e+42,,1.7371628802120033e+39
J1301-6305,195.4407,6.0,-63.0927,4.0,5.419228977,16.0,-7.83e-12,8.0,2.3e-22,4.0,*,10.717,57718.0,658.0,6.0,7.628877360219946e+41,,4.1831677525206044e+37
J1302-6350,195.6984931,5.0,-63.83573016,3.0,20.9369242,15.0,-9.99e-13,5.0,-2.11e-24,2.0,MSS,2.632,50691.0,3.2,2.5,5.537777169333435e+40,,3.544177388373399e+34
J1320-5359,200.224671,13.0,-53.984722,12.0,3.574777585,1.0,-1.18e-13,1.0,*,0.0,*,2.204,56354.0,10.5,0.2,5.297208752986796e+39,,1.390517297659034e+35
J1320-5359,200.224671,13.0,-53.984722,12.0,3.574777585,1.0,-1.18e-13,1.0,*,0.0,*,2.204,56737.0,246.8,0.08,1.2450963049877535e+41,,1.92056105044361e+38
J1328-4357,202.0268,5.0,-43.96226,3.0,1.877233427,5.0,-1.06e-14,3.0,*,0.0,*,1.424,43590.0,116.0,*,1.613816991395436e+40,,*
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,47989.0,1509.0,0.2,1.593700422274471e+42,,6.01223484303044e+39
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,48453.0,23.0,-0.5,2.4290993845137724e+40,,-5.586928584381677e+35
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,48645.0,996.0,0.7,1.0519056465111815e+42,,7.483557313750977e+38
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,49134.0,13.0,0.6,1.3729692173338715e+40,,1.4873833187783608e+35
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,49363.0,146.0,0.7,1.5419500440826555e+41,,1.6080336174004836e+37
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,49523.0,37.0,-0.6,3.907681618565634e+40,,-1.204868499057737e+36
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,49766.0,15.0,-0.3,1.584195250769852e+40,,-3.960488126924631e+35
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,49904.0,31.0,-1.9,3.274003518257693e+40,,-2.6708976069996973e+35
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,50008.0,1648.0,3.3,1.740502515512477e+42,,4.345982038734186e+38
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,50322.0,30.0,0.6,3.168390501539704e+40,,7.92097625384926e+35
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,50529.0,23.0,1.0,2.4290993845137724e+40,,2.7934642921908375e+35
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,50683.0,708.0,1.2,7.4774015836337e+41,,2.2058334671719417e+38
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,51144.0,170.0,*,1.7954212842058318e+41,,*
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,51617.0,1121.5,*,1.1844499824922591e+42,,*
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,52093.0,480.0,*,5.069424802463526e+41,,*
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,52250.0,454.5,*,4.800111609832651e+41,,*
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,52788.0,219.2,-8.3,2.315037326458343e+41,,-3.05696495156427e+36
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,53232.0,277.0,*,2.925480563088326e+41,,*
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,53471.0,985.0,*,1.0402882146722027e+42,,*
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,54128.0,194.0,5.0,2.0488925243290082e+41,,3.974851497198276e+36
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,54468.0,3078.2,*,3.2509798806131713e+42,,*
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,54870.0,3066.7,*,3.2388343836906024e+42,,*
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,55088.0,1579.0,*,1.667629533977064e+42,,*
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,55484.0,2.4,0.49,2.5347124012317625e+39,,6.207458941792072e+33
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,55835.0,329.0,0.98,3.474668250021874e+41,,5.832478848251002e+37
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,56098.0,151.2,0.22,1.5968688127760105e+41,,5.487421920266655e+37
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,56386.0,96.0,*,1.0138849604927051e+41,,*
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,56479.0,37.0,*,3.907681618565634e+40,,*
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,56602.0,1709.7,1.06,1.8056657468274768e+42,,1.456201286486291e+39
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,57357.0,28.7,0.25,3.031093579806316e+40,,1.7398477148088257e+36
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,57492.0,21.7,0.8,2.291802462780385e+40,,3.1082570901458967e+35
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,57647.0,706.0,0.77,7.456278980290101e+41,,3.418268155899228e+38
J1341-6220,205.4276,4.0,-62.33908,14.0,5.172242227,5.0,-6.77e-12,7.0,-1e-23,19.0,*,12.599,57880.0,60.0,*,6.336781003079408e+40,,*
J1357-6429,209.26012,9.0,-64.49172,3.0,6.020167773,5.0,-1.31e-11,5.0,1.16e-21,16.0,*,3.1,52021.0,2428.0,6.3,3.473966356619409e+42,,6.694278026882482e+38
